,age,cups,where_drink,brew,favorite,additions,dairy,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_a_notes,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_b_notes,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_c_notes,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,coffee_d_notes,prefer_abc,prefer_ad,prefer_overall,total_spend,why_drink,taste,know_source,most_paid,most_willing_to_pay,value_cafe,gender,ethnicity_race
817,45 a 54,2,['At home'],"['Coffee brewing machine (e.g. Mr. Coffee)', ' Espresso']",Other,"['Milk', ' dairy alternative', ' or coffee creamer']",['Half and half'],Chocolatey,Somewhat strong,Medium,Full caffeine,5.0,5.0,2.0,2.0,,3.0,3.0,4.0,,3.0,3.0,3.0,,2.0,5.0,1.0,,Coffee C,Coffee A,Coffee C,20 a 40,"['It tastes good', ' I need the caffeine']",Yes,Yes,More than 20,More than 20,No,Male,White/Caucasian
818,25 a 34,Less than 1,['At home'],"['Other', ' French press']",Regular drip coffee,['No - just black'],,Chocolatey,Very strong,Medium,Full caffeine,7.0,1.0,4.0,2.0,,2.0,1.0,2.0,,2.0,1.0,4.0,,1.0,3.0,4.0,,Coffee C,Coffee D,Coffee D,20 a 40,['I need the caffeine'],Yes,No,8 a 10,10 a 15,No,Male,White/Caucasian
819,25 a 34,2,"['At a cafe', ' At home']","['Pour over', ' Espresso']",Pourover,"['Milk', ' dairy alternative', ' or coffee creamer']",['Whole milk'],Fruity,Somewhat strong,Medium,Full caffeine,6.0,2.0,2.0,3.0,Very neutral,2.0,4.0,4.0,Chocolatey,2.0,4.0,4.0,"“Brown”, caramelized",4.0,2.0,5.0,Fruit,Coffee C,Coffee D,Coffee D,80 a 100,"['It tastes good', ' I need the caffeine', ' I need the ritual']",Yes,Yes,10 a 15,10 a 15,Yes,Male,White/Caucasian
820,35 a 44,2,['At home'],['Espresso'],Latte,"['Milk', ' dairy alternative', ' or coffee creamer', ' Sugar or sweetener']",['Whole milk'],Caramalized,Medium,Blonde,Full caffeine,2.0,2.0,4.0,2.0,,3.0,2.0,3.0,,1.0,1.0,4.0,,4.0,5.0,1.0,,Coffee C,Coffee A,Coffee C,20 a 40,"['I need the caffeine', ' It tastes good']",Yes,Yes,6 a 8,8 a 10,No,Male,White/Caucasian
821,25 a 34,2,['At the office'],,Pourover,['No - just black'],,Fruity,Medium,Light,Full caffeine,3.0,2.0,3.0,3.0,Syrupy but bright,1.0,2.0,2.0,Middling,2.0,2.0,3.0,Berries but dark,1.0,4.0,4.0,Nice 'n fruity,Coffee A,Coffee D,Coffee D,More then 100,"['I need the caffeine', ' It tastes good']",Yes,Yes,8 a 10,10 a 15,Yes,Male,White/Caucasian
822,25 a 34,2,"['At a cafe', ' At home', ' At the office', ' On the go']","['Espresso', ' Pour over']",Cortado,"['No - just black', ' Milk', ' dairy alternative', ' or coffee creamer']",['Whole milk'],Fruity,Somewhat strong,Light,Full caffeine,5.0,3.0,4.0,4.0,Changed a lot as it cooled - initially seemed plain but grew to be my second favorite. Felt pretty rich at first but acid came late,4.0,2.0,2.0,"Hard to get a read on this one. Pretty middle of the road, bitterness stuck out hot",4.0,3.0,3.0,"Liked it more as it cooled, initially seemed to be a mix of acid and bitterness. Overall just behind A",2.0,4.0,4.0,"Favorite from start to finish. Seemed funky and acidic, would drink again",Coffee A,Coffee D,Coffee D,80 a 100,['It tastes good'],Yes,Yes,6 a 8,8 a 10,Yes,Male,White/Caucasian
823,25 a 34,2,"['At the office', ' On the go', ' At home', ' At a cafe']","['Pour over', ' Other']",Cortado,"['No - just black', ' Milk', ' dairy alternative', ' or coffee creamer']","['Oat milk', ' Whole milk']",Bold,Somewhat strong,Medium,Full caffeine,7.0,1.0,4.0,4.0,"Bright, developed, nutty (pecan), orange, sour",4.0,2.0,3.0,"Clear flavors, textured, earthy",2.0,2.0,2.0,"Balanced, chocolatey",1.0,5.0,5.0,yippee. Look we just put pastry jamlike funky mode on this one idk what else to say.,Coffee A,Coffee D,Coffee A,20 a 40,"['It tastes good', ' I need the caffeine', ' I need the ritual', ' It makes me go to the bathroom', ' Other']",Yes,Yes,10 a 15,6 a 8,Yes,Non-binary,White/Caucasian
824,18 a 24,2,"['On the go', ' At the office', ' At home']",['Other'],Cappuccino,['No - just black'],,Fruity,Somewhat strong,Light,Half caff,7.0,2.0,4.0,4.0,,4.0,3.0,3.0,,4.0,3.0,3.0,,1.0,5.0,5.0,,Coffee B,Coffee D,Coffee D,,"['It tastes good', ' I need the ritual', ' It makes me go to the bathroom']",Yes,Yes,8 a 10,More than 20,Yes,Male,Other (please specify)
825,25 a 34,2,['At home'],['Pour over'],Latte,"['Flavor syrup', ' Sugar or sweetener', ' Milk', ' dairy alternative', ' or coffee creamer']",['Whole milk'],Fruity,Somewhat light,Light,Full caffeine,2.0,3.0,4.0,1.0,,1.0,1.0,2.0,,4.0,2.0,4.0,,1.0,4.0,5.0,,Coffee C,Coffee D,Coffee D,40 a 60,"['It tastes good', ' It makes me go to the bathroom']",Yes,No,8 a 10,6 a 8,Yes,Non-binary,Asian/Pacific Islander
826,45 a 54,1,['At home'],['Bean-to-cup machine'],Latte,['No - just black'],,Sweet,Medium,Medium,Full caffeine,5.0,2.0,5.0,2.0,,3.0,2.0,5.0,,5.0,1.0,3.0,,2.0,4.0,2.0,,Coffee B,Coffee D,Coffee B,,"['It tastes good', ' I need the ritual']",Yes,No,6 a 8,6 a 8,Yes,Male,White/Caucasian
827,45 a 54,3,"['On the go', ' At the office', ' At home']","['Coffee brewing machine (e.g. Mr. Coffee)', ' Pod/capsule machine (e.g. Keurig/Nespresso)']",Regular drip coffee,['No - just black'],,Bold,Very strong,Dark,Full caffeine,7.0,3.0,2.0,4.0,"Mellow, caramel when warm. Soured a bit as it cooled.",4.0,1.0,4.0,"Earthy, cinnamon",2.0,4.0,3.0,Citrus,1.0,5.0,3.0,Berries,Coffee B,Coffee A,Coffee B,More then 100,['It tastes good'],Yes,Yes,10 a 15,6 a 8,No,Male,White/Caucasian
828,18 a 24,4,"['At home', ' At the office', ' At a cafe']",['Pour over'],Espresso,['No - just black'],,Floral,Very strong,Light,Full caffeine,6.0,1.0,5.0,5.0,Fruity,1.0,3.0,3.0,,3.0,3.0,5.0,,2.0,4.0,1.0,Funky,Coffee C,Coffee A,Coffee C,20 a 40,"['It tastes good', ' I need the caffeine', ' It makes me go to the bathroom']",Yes,Yes,4 a 6,4 a 6,Yes,Male,Asian/Pacific Islander
829,35 a 44,1,['At home'],"['Bean-to-cup machine', ' Pour over']",Cortado,"['Milk', ' dairy alternative', ' or coffee creamer']","['Whole milk', ' Oat milk']",Nutty,Medium,Italian,Full caffeine,6.0,2.0,4.0,3.0,"Fruity, sweet potato",3.0,1.0,4.0,"Toasted but, chocolate",3.0,2.0,2.0,"Ashy, full body.",3.0,4.0,3.0,"Fruity, complex, exotic.",Coffee B,Coffee A,Coffee B,60 a 80,"['It tastes good', ' I need the ritual']",Yes,Yes,10 a 15,10 a 15,No,Male,Asian/Pacific Islander
830,25 a 34,2,"['At home', ' At the office']","['Espresso', ' Other', ' Cold brew']",Cappuccino,"['No - just black', ' Milk', ' dairy alternative', ' or coffee creamer']","['Whole milk', ' Oat milk']",Fruity,Somewhat strong,Light,Full caffeine,6.0,1.0,3.0,4.0,Not super fruity but sweet --> chocolatey? clean/crisp,2.0,2.0,4.0,"Started agressively bitter, but strongly mellowed out into a nice cup",4.0,2.0,1.0,"Heavyish, Round. Doesn't stick around in flavor but the bitterness lingers.",1.0,3.0,5.0,"Fruity, peachy, fruit-juice-ish",Coffee B,Coffee D,Coffee D,20 a 40,"['It tastes good', ' I need the caffeine', ' I need the ritual', ' It makes me go to the bathroom']",Yes,Yes,6 a 8,6 a 8,Yes,Non-binary,White/Caucasian
831,25 a 34,2,['At home'],"['Pour over', ' Espresso']",Cortado,['No - just black'],,Juicy,Medium,Light,Full caffeine,6.0,2.0,5.0,4.0,"Sour, pineapple, red apple, green mango",3.0,2.0,2.0,"Dry, thick, full",2.0,2.0,2.0,"Dry, graham crackers, boring",2.0,4.0,5.0,"Cherry, pomegranate, fermented raisin, distant chocolate",Coffee A,Coffee D,Coffee D,40 a 60,"['It tastes good', ' I need the ritual', ' I need the caffeine']",Yes,Yes,6 a 8,6 a 8,Yes,Male,White/Caucasian
832,25 a 34,2,['At home'],"['French press', ' Espresso']",Pourover,"['No - just black', ' Milk', ' dairy alternative', ' or coffee creamer']","['Oat milk', ' Almond milk', ' Soy milk']",Juicy,Medium,Light,Full caffeine,6.0,1.0,5.0,5.0,Very clean fruitiness. Juicy,4.0,1.0,2.0,Most bitter. Almost no acidity.,3.0,3.0,3.0,Most balanced of the 4 options.,1.0,4.0,2.0,Fermented fruit flavor. Not my cup of coffee.,Coffee A,Coffee A,Coffee A,40 a 60,"['It tastes good', ' I need the caffeine', ' I need the ritual', ' It makes me go to the bathroom']",Yes,Yes,6 a 8,6 a 8,Yes,Male,White/Caucasian
833,45 a 54,2,['At home'],['Pod/capsule machine (e.g. Keurig/Nespresso)'],Latte,"['Milk', ' dairy alternative', ' or coffee creamer', ' Sugar or sweetener']",['Coffee creamer'],Bold,Somewhat strong,Dark,Full caffeine,5.0,1.0,2.0,3.0,"Fruity, chocolatey",3.0,3.0,3.0,,3.0,2.0,3.0,,2.0,4.0,1.0,Sour,Coffee B,Coffee A,Coffee B,40 a 60,"['It tastes good', ' I need the caffeine']",Yes,No,8 a 10,2 a 4,No,Female,Asian/Pacific Islander
834,25 a 34,2,"['At the office', ' At home', ' At a cafe', ' On the go']","['Pour over', ' French press', ' Espresso']",Pourover,['No - just black'],,Juicy,Somewhat strong,Light,Full caffeine,8.0,2.0,3.0,4.0,,3.0,2.0,2.0,,4.0,3.0,3.0,,1.0,5.0,5.0,,Coffee A,Coffee D,Coffee D,More then 100,"['It tastes good', ' I need the ritual', ' I need the caffeine']",Yes,Yes,10 a 15,More than 20,Yes,Male,White/Caucasian
835,35 a 44,Less than 1,['None of these'],,Other,['No - just black'],,Fruity,Medium,Light,Full caffeine,1.0,2.0,4.0,4.0,I found it very interesting how this one changed as it cooled.,5.0,1.0,1.0,,5.0,1.0,1.0,,1.0,5.0,5.0,I generally don't like coffee but I loved those coffee,Coffee A,Coffee D,Coffee D,Less then 20,['Other'],No,No,4 a 6,4 a 6,Yes,Male,White/Caucasian
836,25 a 34,2,['At home'],['Pour over'],Cortado,['No - just black'],,Juicy,Very strong,Light,Full caffeine,7.0,4.0,4.0,5.0,"Citrus, lemon, burnt sugar, dairy, butter",5.0,3.0,3.0,Chocolate orange slices,3.0,2.0,3.0,"Mineral, toast",2.0,5.0,4.0,"Stone fruits, both ripe and unripe.",Coffee A,Coffee A,Coffee A,40 a 60,['It tastes good'],Yes,Yes,10 a 15,More than 20,Yes,Male,White/Caucasian
837,25 a 34,4,['At home'],"['Espresso', ' Pour over']",Latte,"['No - just black', ' Milk', ' dairy alternative', ' or coffee creamer', ' Flavor syrup']",['Oat milk'],Chocolatey,Medium,Dark,Full caffeine,5.0,2.0,4.0,3.0,,5.0,2.0,1.0,,2.0,3.0,5.0,,3.0,2.0,5.0,,Coffee C,Coffee D,Coffee D,20 a 40,"['It tastes good', ' I need the caffeine']",Yes,No,8 a 10,15 a 20,Yes,Male,Other (please specify)
838,35 a 44,1,['At home'],['Pour over'],Pourover,['No - just black'],,Nutty,Somewhat strong,Medium,Full caffeine,7.0,2.0,4.0,3.0,,2.0,3.0,4.0,,4.0,3.0,5.0,,1.0,4.0,4.0,,Coffee C,Coffee D,Coffee C,,"['It tastes good', ' I need the caffeine']",Yes,Yes,6 a 8,8 a 10,Yes,Male,Black/African American
839,25 a 34,2,['At home'],"['Espresso', ' Pour over']",Espresso,"['No - just black', ' Milk', ' dairy alternative', ' or coffee creamer']",['Oat milk'],Bright,Very strong,Light,Full caffeine,7.0,3.0,4.0,5.0,"Dark berries, fruity, a bit sour, but sweet at the end. Fig.",3.0,2.0,2.0,"Sort of flat, faint chocolate. Nutty. Oily and filmy in the mouth.",4.0,3.0,3.0,"Smells great. Sorta dessert-y. Dark chocolate, vanilla, creamy and decadent. Some earthy taste as it cools, like leaves.",2.0,2.0,4.0,"Started more thick, warm and spice. Cherry. Berry. Very interesting. A bit tea-like, fruity.",Coffee A,Coffee A,Coffee A,80 a 100,"['It tastes good', ' I need the caffeine', ' I need the ritual', ' It makes me go to the bathroom']",Yes,Yes,15 a 20,More than 20,No,Male,White/Caucasian
840,45 a 54,4,['At home'],"['Pour over', ' Other']",Pourover,['No - just black'],,Bright,Somewhat light,Nordic,Full caffeine,7.0,2.0,4.0,5.0,Clean sharp and juicy,4.0,2.0,2.0,"Chocolate, roasty. Slightly muted. More traditional.",3.0,3.0,4.0,Crisp but a bit more roasty/developed than A.,2.0,4.0,3.0,"Funky, Grape, fermented.",Coffee A,Coffee A,Coffee A,40 a 60,['I need the ritual'],Yes,,10 a 15,10 a 15,No,Male,White/Caucasian
841,25 a 34,3,"['At the office', ' On the go']",,Cappuccino,"['Milk', ' dairy alternative', ' or coffee creamer']","['Oat milk', ' Almond milk']",Nutty,Somewhat strong,Medium,Full caffeine,5.0,2.0,2.0,4.0,"Light cream mouth feel, bright acid early, red apple finish.",3.0,1.0,2.0,"Earthy clay finish, muted/dull flavor, late acid.",3.0,2.0,2.0,"Thickest mouth feel, dark sugar, grassy, lingering tobacco finish.",1.0,4.0,4.0,"Light nuts, white chocolate covered cranberries, butter, Skittles, herbal tea.",Coffee A,Coffee D,Coffee A,20 a 40,['It tastes good'],Yes,Yes,8 a 10,8 a 10,Yes,Male,White/Caucasian
842,25 a 34,1,"['At home', ' On the go', ' At a cafe', ' At the office']","['Coffee brewing machine (e.g. Mr. Coffee)', ' Pour over', ' Cold brew']",Cold brew,['No - just black'],,Bold,Medium,Medium,Full caffeine,6.0,1.0,3.0,2.0,"Really liked hot, got more acid taste when cooling",3.0,2.0,3.0,"Good but I would put less water in to make bolder, otherwise indifferent",3.0,2.0,4.0,I would try making this bolder with less water. Comfy and familiar,4.0,3.0,5.0,"Favorite, high clarity, initial least favorite but mellowed out with cooling",Coffee C,Coffee D,Coffee D,40 a 60,"['It tastes good', ' I need the caffeine', ' It makes me go to the bathroom']",Yes,Yes,10 a 15,10 a 15,Yes,Male,White/Caucasian
843,25 a 34,1,['At home'],"['Cold brew', ' Pour over', ' Espresso']",Cortado,"['Milk', ' dairy alternative', ' or coffee creamer']",['Whole milk'],Nutty,Somewhat strong,Dark,Full caffeine,5.0,2.0,3.0,3.0,Beef consommé? Savory notes.,4.0,3.0,5.0,,4.0,2.0,4.0,,2.0,5.0,1.0,,Coffee B,Coffee A,Coffee B,40 a 60,"['It tastes good', ' I need the caffeine']",Yes,No,6 a 8,10 a 15,Yes,Female,White/Caucasian
844,25 a 34,2,['At home'],['Other'],Espresso,['No - just black'],,Fruity,Very strong,Light,Full caffeine,6.0,1.0,5.0,5.0,"vibrant, citrus, tomato",5.0,2.0,1.0,"floral, dark sourdough",2.0,2.0,2.0,"earthy, boring",2.0,3.0,4.0,"olive, fruity",Coffee A,Coffee A,Coffee A,20 a 40,"['It tastes good', ' I need the caffeine']",Yes,No,6 a 8,8 a 10,Yes,Male,White/Caucasian
845,18 a 24,2,"['At home', ' At the office']","['Pour over', ' Espresso', ' Coffee brewing machine (e.g. Mr. Coffee)']",Cortado,['No - just black'],,Chocolatey,Somewhat strong,Medium,Full caffeine,6.0,2.0,3.0,4.0,"Woody, fruity",4.0,2.0,3.0,Chocolate,4.0,3.0,5.0,"Chocolate, tart cherry",2.0,4.0,2.0,"Floral, tea, fruity",Coffee C,Coffee A,Coffee C,20 a 40,"['It tastes good', ' I need the caffeine', ' I need the ritual', ' It makes me go to the bathroom']",Yes,No,4 a 6,6 a 8,Yes,Male,White/Caucasian
846,25 a 34,1,['At home'],"['Pour over', ' Espresso', ' Cold brew']",Latte,"['Milk', ' dairy alternative', ' or coffee creamer']","['Oat milk', ' Whole milk']",Chocolatey,Medium,Light,Full caffeine,4.0,1.0,3.0,5.0,Reminded me of tea,3.0,3.0,3.0,Muddy,5.0,2.0,3.0,Chocolate,2.0,4.0,2.0,"Back of mouth feeling, plum",Coffee A,Coffee A,Coffee A,40 a 60,['It tastes good'],Yes,No,8 a 10,10 a 15,Yes,Female,White/Caucasian
847,25 a 34,4,"['At home', ' At the office']","['Pour over', ' Espresso', ' Other']",Espresso,['No - just black'],,Fruity,Somewhat strong,Light,Full caffeine,7.0,3.0,4.0,3.0,"biscuit, popcorn, bright acid, cooked fruit (quince maybe, or apple)",4.0,2.0,2.0,"dark, toast, vegetal,",4.0,2.0,1.0,"hollow, woody",2.0,5.0,4.0,"lively, funky, fruit (blackberry, raspberry), prune, cooked fruit",Coffee A,Coffee D,Coffee D,20 a 40,"['It tastes good', ' I need the ritual']",Yes,Yes,8 a 10,10 a 15,No,Male,White/Caucasian
848,35 a 44,2,['At home'],['Pour over'],Pourover,['No - just black'],,Fruity,Somewhat strong,Light,Full caffeine,8.0,1.0,4.0,4.0,Lemonade. Sweet and citrus fruity.,3.0,1.0,2.0,Salty Chocolate,4.0,1.0,3.0,"Felt like the most complex. Really changed, lightened/less bitter, as it cooled for me. Savory.",1.0,3.0,5.0,Blueberry for days.,Coffee A,Coffee D,Coffee D,40 a 60,"['It tastes good', ' I need the caffeine', ' I need the ritual']",Yes,Yes,6 a 8,6 a 8,Yes,Male,White/Caucasian
849,25 a 34,Less than 1,['At a cafe'],,Regular drip coffee,"['Milk', ' dairy alternative', ' or coffee creamer']",['Whole milk'],Nutty,Medium,Nordic,Full caffeine,1.0,1.0,5.0,2.0,Way too acidic,2.0,4.0,3.0,Still fairly acidic,2.0,2.0,4.0,Okay,2.0,5.0,1.0,Way too acidic,Coffee A,Coffee A,Coffee C,Less then 20,['It tastes good'],Yes,No,8 a 10,8 a 10,Yes,Male,White/Caucasian
850,25 a 34,3,['At home'],"['Pour over', ' French press', ' Espresso']",Pourover,"['Milk', ' dairy alternative', ' or coffee creamer']",['Half and half'],Full Bodied,Somewhat strong,Medium,Full caffeine,7.0,2.0,4.0,4.0,"Cranberry, bitter fruit, apple, high clarity.",4.0,2.0,2.0,"Barley, roasty",3.0,2.0,3.0,"Mild chocolate, cocoa, black tea, low clarity.",2.0,4.0,4.0,"Berry, high clarity",Coffee A,Coffee D,Coffee A,40 a 60,"['It tastes good', ' I need the caffeine']",Yes,Yes,8 a 10,8 a 10,No,Male,White/Caucasian
851,25 a 34,2,"['At home', ' On the go', ' At the office']","['Coffee brewing machine (e.g. Mr. Coffee)', ' Pour over']",Americano,['No - just black'],,Caramalized,Somewhat strong,Light,Full caffeine,6.0,2.0,3.0,4.0,Carmel,2.0,3.0,3.0,Almond/Nuts,1.0,4.0,4.0,Peach/Black Berries,4.0,3.0,1.0,Vegetable changing to dark chocolate,Coffee C,Coffee A,Coffee A,40 a 60,"['It tastes good', ' I need the caffeine']",Yes,Yes,6 a 8,6 a 8,No,Male,White/Caucasian
852,25 a 34,2,['At home'],"['Pour over', ' French press', ' Espresso', ' Coffee extract (e.g. Cometeer)']",Pourover,['No - just black'],,Floral,Medium,Light,Full caffeine,8.0,2.0,4.0,5.0,"citrous, stone fruit, floral. Sweet. Delicate. Delicious! Likely washed east Africa, Kenya?",4.0,2.0,1.0,"I thought this was a dark roast. Tasted mostly chocolate, nuts, tobacco, carbon. More viscous mouth feel. Brazil",3.0,3.0,3.0,"This one really confused me, I think because I rarely drink dark roast, but I liked it and thought it was a lighter roast then B. Nicely balanced, sweet with nutty and fruit notes. Costa Rica?",2.0,5.0,4.0,Fruity pebbles. Intense berry and tropical fruit notes. Fermenty. Likely Natural process. Ethiopia vs Colombia.  This one is almost too wild for me (and I usually love naturals).,Coffee A,Coffee A,Coffee A,40 a 60,"['It tastes good', ' I need the caffeine', ' I need the ritual']",Yes,Yes,10 a 15,15 a 20,No,Male,White/Caucasian
853,25 a 34,2,"['At home', ' On the go']","['French press', ' Espresso', ' Pour over']",Espresso,['No - just black'],,Bright,Medium,Light,Full caffeine,7.0,2.0,4.0,4.0,"Round and soft, nice sweetness, red fruit",4.0,3.0,2.0,"Slightly minty, nice aftertaste and feel in mouth, classic coffee flavor, earthy, heaviest body",4.0,2.0,1.0,"Heavy, harsh, bitter at the front, smoky",1.0,5.0,5.0,"Blueberry, fermented, soft and vibrant, tropical, lightest mouthfeel",Coffee A,Coffee D,Coffee D,20 a 40,"['It tastes good', ' I need the caffeine', ' I need the ritual']",Yes,Yes,8 a 10,More than 20,Yes,Male,White/Caucasian
854,>65,2,['At home'],['Other'],Regular drip coffee,"['Milk', ' dairy alternative', ' or coffee creamer']",['Half and half'],Chocolatey,Somewhat strong,Medium,Full caffeine,3.0,2.0,3.0,2.0,,3.0,3.0,3.0,,3.0,2.0,3.0,,3.0,3.0,3.0,"I have a hard time distinguishing between acidity and bitterness. I never drink coffee without a small amount of half and half, which probably goes a long way to neutralize both bitterness and acidity. Also, I don’t like cool coffee, so my scores are based almost entirely on when the coffee was very hot.",Coffee C,Coffee D,Coffee D,20 a 40,"['It tastes good', ' I need the ritual']",Yes,No,6 a 8,6 a 8,No,Male,White/Caucasian
855,25 a 34,2,['At home'],"['Pour over', ' French press']",Regular drip coffee,['No - just black'],,Floral,Somewhat strong,Nordic,Full caffeine,7.0,2.0,4.0,4.0,,3.0,1.0,3.0,,3.0,2.0,2.0,,1.0,5.0,5.0,,Coffee A,Coffee D,Coffee D,40 a 60,"['It tastes good', ' I need the ritual', ' I need the caffeine', ' It makes me go to the bathroom']",Yes,Yes,8 a 10,More than 20,No,Male,White/Caucasian
856,25 a 34,3,"['At home', ' At the office']","['Pour over', ' Espresso']",Pourover,['No - just black'],,Juicy,Medium,Light,Full caffeine,7.0,3.0,3.0,4.0,"Fruity and light.  Cannot pick out a specific fruit.
Got less bitter and more acidic over time.",3.0,2.0,2.0,"Chocolatey, Fully Bodies, More mouth feel.
Got less bitter and less acidic over time.",3.0,2.0,3.0,"Sweet, but not fruity sweet.  Nuttiness.  Milky.  Would do great with a splash of milk.
Started with little bitterness (2), but increased over time.  Also started acidic (3.5), and lowered in acidity over time.",1.0,4.0,5.0,"Blueberries and other small bush-growing berries.  Tea-like.  Light and bright.
No bitterness change over time and a mild increase in acidity (4 to 4.5).",Coffee A,Coffee D,Coffee D,60 a 80,"['It tastes good', ' I need the ritual', ' I need the caffeine']",Yes,Yes,6 a 8,8 a 10,Yes,Male,White/Caucasian
857,45 a 54,3,['At home'],"['Pour over', ' Espresso', ' Coffee extract (e.g. Cometeer)']",Pourover,['No - just black'],,Bright,Somewhat light,Light,Full caffeine,7.0,2.0,5.0,1.0,Smell of honey but sharp and citrus flavours,4.0,2.0,3.0,Less body than C with roasted flavours to almost slightly burnt and some nutty notes,3.0,2.0,3.0,Nutty and roasted flavours with some chocolate.,1.0,3.0,4.0,Lots of fruit to almost sour with natural ‘fermented’ funky smell but good balance.,Coffee C,Coffee D,Coffee D,40 a 60,['It tastes good'],Yes,Yes,8 a 10,10 a 15,No,Male,White/Caucasian
858,35 a 44,2,"['At home', ' At a cafe']","['Pour over', ' Espresso']",Pourover,['No - just black'],,Juicy,Somewhat strong,Light,Full caffeine,10.0,2.0,4.0,5.0,,3.0,3.0,2.0,,4.0,2.0,1.0,,2.0,4.0,4.0,,Coffee A,Coffee D,Coffee A,80 a 100,"['It tastes good', ' I need the ritual']",Yes,Yes,10 a 15,8 a 10,No,Male,White/Caucasian
859,25 a 34,2,['At the office'],,Pourover,['No - just black'],,Fruity,Medium,Light,Full caffeine,8.0,2.0,4.0,4.0,"Milk mouthfeel, buttery, light, milk chocolate creaminess",3.0,2.0,3.0,"Medium body, less bitter as time goes on, fruit - can’t place it",4.0,2.0,3.0,"Dark but interesting, heavy mouthfeel, oily",1.0,5.0,5.0,"Fruity, acid, delicious, bright, fruit bunches",Coffee A,Coffee D,Coffee D,40 a 60,"['It tastes good', ' I need the ritual']",Yes,Yes,8 a 10,8 a 10,Yes,Male,White/Caucasian
860,25 a 34,1,['At home'],"['Pour over', ' Instant coffee', ' Cold brew', ' Other']",Cortado,['No - just black'],,Nutty,Very strong,Medium,Full caffeine,4.0,2.0,3.0,1.0,,1.0,1.0,2.0,,1.0,2.0,3.0,,2.0,3.0,2.0,,Coffee C,Coffee D,Coffee C,20 a 40,"['It tastes good', ' I need the caffeine', ' It makes me go to the bathroom', ' I need the ritual']",Yes,Yes,8 a 10,More than 20,No,Male,Other (please specify)
